КодИнструмента,НаименованиеИнструмента,БазисПоставки,ОбъемДоговоровЕИ,ОбъемДоговоровРуб,ИзмРынРуб,ИзмРынПроц,МинЦена,СреднЦена,МаксЦена,РынЦена,ЛучшПредложение,ЛучшСпрос,КоличествоДоговоров,Дата,Товар
M60AALL065F,"Мазут топочный М100 3,0 зольный, не облагаемый акцизом, ст. Аллагуват (ст. отправления)",ст. Аллагуват,,,,,,,,15500,,,,2025-12-10,Мазут топочный М100 3
M60AALL065J,"Мазут топочный М100 3,0 зольный, не облагаемый акцизом, ст. Аллагуват (ст. отправления ОТП)",ст. Аллагуват,975,15112500,,,15500,15500,15500,15500,15500,15500,3,2025-12-10,Мазут топочный М100 3
M60ASSI065F,"Мазут топочный М100 3,0 зольный, не облагаемый акцизом, Саратов-группа станций (ст. отправления)",Саратов-группа станций,715,11033165,,,15431,15431,15431,15431,15431,15431,9,2025-12-10,Мазут топочный М100 3
M60ASSI065J,"Мазут топочный М100 3,0 зольный, не облагаемый акцизом, Саратов-группа станций (ст. отправления ОТП)",Саратов-группа станций,65,1003015,31,0.2,15431,15431,15431,15431,15431,15431,1,2025-12-10,Мазут топочный М100 3
M60AYAI065J,"Мазут топочный М100 3,0 зольный, не облагаемый акцизом, ст. Яничкино (ст. отправления ОТП)",ст. Яничкино,260,4680000,-1200,-6.67,18000,18000,18000,18000,18000,18000,2,2025-12-10,Мазут топочный М100 3
M70ASAU065F,"Мазут топочный М100 3,5 зольный, не облагаемый акцизом, Самара-группа станций (ст. отправления)",Самара-группа станций,1170,18532800,,,15840,15840,15840,15840,15840,15840,12,2025-12-10,Мазут топочный М100 3
M70AUFM065F,"Мазут топочный М100 3,5 зольный, не облагаемый акцизом, Уфа-группа станций (ст. отправления)",Уфа-группа станций,260,3905460,10,0.07,15011,15021,15031,15021,15011,15031,4,2025-12-10,Мазут топочный М100 3
MA11ZEL065J,"Мазут топочный М100, не облагаемый акцизом, ст. Зелецино (ст. отправления ОТП)",ст. Зелецино,520,8268975,27,0.17,15700,15902,16007,15902,15700,16007,8,2025-12-10,Мазут топочный М100
OBR2UFM065F,"Масло базовое селективной очистки марка М-20, Уфа-группа станций (ст. отправления)",Уфа-группа станций,,,,,,,,,82000,,,2025-12-10,Масло базовое селективной очистки марка М-20
OBRENMP025A,"Масло базовое остаточное селективной очистки, НЗМиП (самовывоз автотранспортом)",НЗМиП,,,,,,,,,70000,,,2025-12-10,Масло базовое остаточное селективной очистки
OBREONS025A,"Mасло базовое остаточное селективной очистки, НБ Константа (самовывоз автотранспортом)",НБ Константа,,,,,,,,,75100,,,2025-12-10,Mасло базовое остаточное селективной очистки
OBRESAU060F,"Масло базовое остаточное селективной очистки, Самара-группа станций (ст. отправления)",Самара-группа станций,,,,,,,,,70000,,,2025-12-10,Масло базовое остаточное селективной очистки
OC9-UFM065F,"Масло для производства химических волокон С-9, Уфа-группа станций (ст. отправления)",Уфа-группа станций,,,,,,,,,73500,,,2025-12-10,Масло для производства химических волокон С-9
OES-SAU060F,"Экстракт селективной очистки, Самара-группа станций (ст. отправления)",Самара-группа станций,,,,,,,,,29800,,,2025-12-10,Экстракт селективной очистки
OES6SAU060F,"Экстракт остаточный селективной очистки ПН-6к, Самара-группа станций (ст. отправления)",Самара-группа станций,,,,,,,,33100,32800,,,2025-12-10,Экстракт остаточный селективной очистки ПН-6к
OESCUFM065F,"Экстракт нефтяной марка С, Уфа-группа станций (ст. отправления)",Уфа-группа станций,,,,,,,,,37100,,,2025-12-10,Экстракт нефтяной марка С
OGA2UFM060F,"Гач марка B, Уфа-группа станций (ст. отправления)",Уфа-группа станций,,,,,,,,,36000,,,2025-12-10,Гач марка B
OI12NVY060F,"Масло индустриальное  И-12А, ст. Новоярославская (ст. отправления)",ст. Новоярославская,,,,,,,,,63300,,,2025-12-10,Масло индустриальное  И-12А
OI12SLF025A,"Масло индустриальное  И-12А, Ярославнефтеоргсинтез (самовывоз а/т)",Ярославнефтеоргсинтез,,,,,,,,,63300,,,2025-12-10,Масло индустриальное  И-12А
OI12UFM065F,"Масло индустриальное  И-12А, Уфа-группа станций (ст. отправления)",Уфа-группа станций,,,,,,,,63250,,,,2025-12-10,Масло индустриальное  И-12А
OI2AANK065F,"Масло индустриальное И-20А, Ангарск-группа станций (ст. отправления)",Ангарск-группа станций,,,,,,,,,62500,,,2025-12-10,Масло индустриальное И-20А
OI2ANVY060F,"Масло индустриальное И-20А, ст. Новоярославская (ст. отправления)",ст. Новоярославская,,,,,,,,,67000,,,2025-12-10,Масло индустриальное И-20А
OI2ASLF025A,"Масло индустриальное И-20А, Ярославнефтеоргсинтез (самовывоз а/т)",Ярославнефтеоргсинтез,,,,,,,,,67000,,,2025-12-10,Масло индустриальное И-20А
OI2AUFM065F,"Масло индустриальное И-20А, Уфа-группа станций (ст. отправления)",Уфа-группа станций,,,,,,,,,63250,61000,,2025-12-10,Масло индустриальное И-20А
OI4AANK065F,"Масло индустриальное И-40А, Ангарск-группа станций (ст. отправления)",Ангарск-группа станций,,,,,,,,,60000,,,2025-12-10,Масло индустриальное И-40А
OI4AUFM065F,"Масло индустриальное И-40А, Уфа-группа станций (ст. отправления)",Уфа-группа станций,,,,,,,,,63250,,,2025-12-10,Масло индустриальное И-40А
OI5AANK065F,"Масло индустриальное И-50А, Ангарск-группа станций (ст. отправления)",Ангарск-группа станций,,,,,,,,,59000,,,2025-12-10,Масло индустриальное И-50А
OI5ASAU060F,"Масло индустриальное И-50А, Самара-группа станций (ст. отправления)",Самара-группа станций,,,,,,,,,63250,,,2025-12-10,Масло индустриальное И-50А
OIB2ANK065F,"Масло базовое бэйсик грэйд марка 1200N, Ангарск-группа станций (ст. отправления)",Ангарск-группа станций,,,,,,,,,62600,,,2025-12-10,Масло базовое бэйсик грэйд марка 1200N
OIB4ANK065F,"Масло базовое бэйсик грэйд марка 450N, Ангарск-группа станций (ст. отправления)",Ангарск-группа станций,,,,,,,,,59000,,,2025-12-10,Масло базовое бэйсик грэйд марка 450N
OIEXRUY060W,"Экстракт нефтяной, ст. Рудня-Экспорт (промежуточная станция)",ст. Рудня-Экспорт,,,,,,,,,61640,,,2025-12-10,Экстракт нефтяной
OIEXZAH060W,"Экстракт нефтяной, ст. Завережье-Экспорт (промежуточная станция)",ст. Завережье-Экспорт,,,,,,,,,61640,,,2025-12-10,Экстракт нефтяной
OII5NMP025A,"Масло индустриальное И-50А, НЗМиП (самовывоз автотранспортом)",НЗМиП,,,,,,,,,63250,,,2025-12-10,Масло индустриальное И-50А
OIL2NVY060F,"Масло базовое MVI-2, ст. Новоярославская (ст. отправления)",ст. Новоярославская,,,,,,,,,77800,,,2025-12-10,Масло базовое MVI-2
OIL2SLF025A,"Масло базовое MVI-2, Ярославнефтеоргсинтез (самовывоз а/т)",Ярославнефтеоргсинтез,,,,,,,,,77800,,,2025-12-10,Масло базовое MVI-2
OIL4NVY060F,"Масло базовое SN-400, ст. Новоярославская (ст. отправления)",ст. Новоярославская,,,,,,,,,64600,,,2025-12-10,Масло базовое SN-400
OIL4SLF025A,"Масло базовое SN-400, Ярославнефтеоргсинтез (самовывоз а/т)",Ярославнефтеоргсинтез,,,,,,,,,64600,,,2025-12-10,Масло базовое SN-400
OIL8NVY060F,"Масло базовое HVI-8, ст. Новоярославская (ст. отправления)",ст. Новоярославская,,,,,,,,,92200,,,2025-12-10,Масло базовое HVI-8
OIL8SLF025A,"Масло базовое HVI-8, Ярославнефтеоргсинтез (самовывоз а/т)",Ярославнефтеоргсинтез,,,,,,,,,92200,,,2025-12-10,Масло базовое HVI-8
OILBNVY060F,"Масло базовое BS, ст. Новоярославская (ст. отправления)",ст. Новоярославская,,,,,,,,,79400,,,2025-12-10,Масло базовое BS
OILBSLF025A,"Масло базовое BS, Ярославнефтеоргсинтез (самовывоз а/т)",Ярославнефтеоргсинтез,,,,,,,,,79400,,,2025-12-10,Масло базовое BS
OILNNVY060F,"Масло базовое SN-150, ст. Новоярославская (ст. отправления)",ст. Новоярославская,,,,,,,,,67000,,,2025-12-10,Масло базовое SN-150
OILNSLF025A,"Масло базовое SN-150, Ярославнефтеоргсинтез (самовывоз а/т)",Ярославнефтеоргсинтез,,,,,,,,,67000,,,2025-12-10,Масло базовое SN-150
OILSNVY060F,"Масло базовое SN-80, ст. Новоярославская (ст. отправления)",ст. Новоярославская,,,,,,,,,63300,,,2025-12-10,Масло базовое SN-80
OILSSLF025A,"Масло базовое SN-80, Ярославнефтеоргсинтез (самовывоз а/т)",Ярославнефтеоргсинтез,,,,,,,,,63300,,,2025-12-10,Масло базовое SN-80
OILVNVY060F,"Масло базовое HVI-4, ст. Новоярославская (ст. отправления)",ст. Новоярославская,,,,,,,,,92100,,,2025-12-10,Масло базовое HVI-4
OILVSLF025A,"Масло базовое HVI-4, Ярославнефтеоргсинтез (самовывоз а/т)",Ярославнефтеоргсинтез,,,,,,,,,92100,,,2025-12-10,Масло базовое HVI-4
OKSNUFM065F,"Масло компрессорное из сернистых нефтей КС-19, Уфа-группа станций (ст. отправления)",Уфа-группа станций,,,,,,,,,82000,,,2025-12-10,Масло компрессорное из сернистых нефтей КС-19
OLE2NMP025A,"Масло индустриальное И-20А, НЗМиП (самовывоз автотранспортом)",НЗМиП,,,,,,,,,63500,,,2025-12-10,Масло индустриальное И-20А
OLE2ONS025A,"Масло индустриальное И-20А, НБ Константа (самовывоз автотранспортом)",НБ Константа,,,,,,,,,65700,,,2025-12-10,Масло индустриальное И-20А
OLE2SAU060F,"Масло индустриальное И-20А, Самара-группа станций (ст. отправления)",Самара-группа станций,,,,,,,,,63500,,,2025-12-10,Масло индустриальное И-20А
OLE4NMP025A,"Масло индустриальное И-40А, НЗМиП (самовывоз автотранспортом)",НЗМиП,,,,,,,,,63500,,,2025-12-10,Масло индустриальное И-40А
OLE4SAU060F,"Масло индустриальное И-40А, Самара-группа станций (ст. отправления)",Самара-группа станций,,,,,,,,,63500,,,2025-12-10,Масло индустриальное И-40А
OMNPRUY060W,"Масло-мягчитель ПН-6, ст. Рудня-Экспорт (промежуточная станция)",ст. Рудня-Экспорт,,,,,,,,,61640,,,2025-12-10,Масло-мягчитель ПН-6
OMNPZAH060W,"Масло-мягчитель ПН-6, ст. Завережье-Экспорт (промежуточная станция)",ст. Завережье-Экспорт,,,,,,,,,61640,,,2025-12-10,Масло-мягчитель ПН-6
OPN6UFM065F,"Масло ПН-6 марка ПН-6к, Уфа-группа станций (ст. отправления)",Уфа-группа станций,,,,,,,,,47800,,,2025-12-10,Масло ПН-6 марка ПН-6к
OPNSSAU060F,"Парафин нефтяной спичечный Нс, Самара-группа станций (ст. отправления)",Самара-группа станций,,,,,,,,,52700,,,2025-12-10,Парафин нефтяной спичечный Нс
OPU1SAU060F,"Петролатум вид II, Самара-группа станций (ст. отправления)",Самара-группа станций,,,,,,,,,51100,,,2025-12-10,Петролатум вид II
ORKNKII063S,"Ортоксилол нефтяной, ст. Кириши (самовывоз ж/д)",ст. Кириши,63,5985189,-1999,-2.1,95003,95003,95003,95003,95003,95003,1,2025-12-10,Ортоксилол нефтяной
ORKNUFM060F,"Ортоксилол нефтяной, Уфа-группа станций (ст. отправления)",Уфа-группа станций,240,22800000,,,95000,95000,95000,95000,95000,95000,4,2025-12-10,Ортоксилол нефтяной
OTA-UFM065F,"Масло-теплоносительное ароматизированное АМТ-300, Уфа-группа станций (ст. отправления)",Уфа-группа станций,,,,,,,,,65000,,,2025-12-10,Масло-теплоносительное ароматизированное АМТ-300
OTRAANK065F,"Масло трансформаторное ГК, Ангарск-группа станций (ст. отправления)",Ангарск-группа станций,,,,,,,,80300,80300,,,2025-12-10,Масло трансформаторное ГК
OYYZNVY060F,"Защитный воск парафиновый нефтяной ЯВ-1, ст. Новоярославская (ст. отправления)",ст. Новоярославская,,,,,,,,,90600,,,2025-12-10,Защитный воск парафиновый нефтяной ЯВ-1
PC05PUF020A,"Переходные марки балена 04040 (ТУ 20.16.51-103-05766563-2024), Уфаоргсинтез (самовывоз автотранспортом)",Уфаоргсинтез,,,,,,,,,,101350,,2025-12-10,Переходные марки балена 04040 (ТУ 20.16.51-103-05766563-2024)
PC07PUF020A,"Переходные марки балена 04070 (ТУ 20.16.51-103-05766563-2024), Уфаоргсинтез (самовывоз автотранспортом)",Уфаоргсинтез,,,,,,,,108739,,101100,,2025-12-10,Переходные марки балена 04070 (ТУ 20.16.51-103-05766563-2024)
PC10KIT025A,"Парафин нефтяной жидкий фракция С10-С13, КИНЕФ (самовывоз автотранспортом)",КИНЕФ,,,,,,,,170004,170004,,,2025-12-10,Парафин нефтяной жидкий фракция С10-С13
PC13KIT025A,"Парафин нефтяной жидкий фракция С13, КИНЕФ (самовывоз автотранспортом)",КИНЕФ,,,,,,,,,170004,,,2025-12-10,Парафин нефтяной жидкий фракция С13
PC14KII055F,"Парафин нефтяной жидкий фракция С14-С17, ст. Кириши (ст. отправления)",ст. Кириши,,,,,,,,105000,105000,,,2025-12-10,Парафин нефтяной жидкий фракция С14-С17
PC14KIT025A,"Парафин нефтяной жидкий фракция С14-С17, КИНЕФ (самовывоз автотранспортом)",КИНЕФ,,,,,,,,,118002,,,2025-12-10,Парафин нефтяной жидкий фракция С14-С17
PC1PPUF020A,"Полиэтилен высокого давления марка 10803-020 первый сорт, Уфаоргсинтез (самовывоз автотранспортом)",Уфаоргсинтез,,,,,,,,,,105004,,2025-12-10,Полиэтилен высокого давления марка 10803-020 первый сорт
PC1VPUF020A,"Полиэтилен высокого давления марка 15803-020 второй сорт, Уфаоргсинтез (самовывоз автотранспортом)",Уфаоргсинтез,,,,,,,,116000,116000,108000,,2025-12-10,Полиэтилен высокого давления марка 15803-020 второй сорт
PC1YPUF020A,"Полиэтилен высокого давления марка 15803-020 первый сорт, Уфаоргсинтез (самовывоз автотранспортом)",Уфаоргсинтез,,,,,,,,,,113001,,2025-12-10,Полиэтилен высокого давления марка 15803-020 первый сорт
PC2PPUF020A,"Полиэтилен высокого давления марка 10803-020 второй сорт, Уфаоргсинтез (самовывоз автотранспортом)",Уфаоргсинтез,,,,,,,,,,104004,,2025-12-10,Полиэтилен высокого давления марка 10803-020 второй сорт
PC36KOB062F,"Ортоксилол нефтяной высший сорт (1 лот = 62 т), ст. Комбинатская (ст. отправления)",ст. Комбинатская,186,16740000,-1000,-1.11,90000,90000,90000,90000,90000,90000,3,2025-12-10,Ортоксилол нефтяной высший сорт (1 лот = 62 т)
PC36KOB062J,"Ортоксилол нефтяной высший сорт (1 лот = 62 т), ст. Комбинатская (ст. отправления ОТП)",ст. Комбинатская,,,,,,,,90000,,,,2025-12-10,Ортоксилол нефтяной высший сорт (1 лот = 62 т)
PC41PUF020A,"Переходные марки балена 04150 (ТУ 20.16.51-103-05766563-2024), Уфаоргсинтез (самовывоз автотранспортом)",Уфаоргсинтез,,,,,,,,,,109261,,2025-12-10,Переходные марки балена 04150 (ТУ 20.16.51-103-05766563-2024)
PC4GSAU034F,"Фракция пропановая марка А, Самара-группа станций (ст. отправления)",Самара-группа станций,340,7395000,,,21750,21750,21750,21750,21750,21760,10,2025-12-10,Фракция пропановая марка А
PC4YSAU060F,"Смола фенольная, Самара-группа станций (ст. отправления)",Самара-группа станций,,,,,,,,1500,1500,1250,,2025-12-10,Смола фенольная
PC50PUF020A,"Переходные марки балена 04150, Уфаоргсинтез (самовывоз автотранспортом)",Уфаоргсинтез,,,,,,,,,,109511,,2025-12-10,Переходные марки балена 04150
PC53PUF020A,"Полиэтилен марка 153-01К высший сорт, Уфаоргсинтез (самовывоз автотранспортом)",Уфаоргсинтез,,,,,,,,,122000,,,2025-12-10,Полиэтилен марка 153-01К высший сорт
PCA1ANK040S,"Спирт бутиловый нормальный технический марка А высший сорт, Ангарск-группа станций (самовывоз ж/д)",Ангарск-группа станций,,,,,,,,,,37000,,2025-12-10,Спирт бутиловый нормальный технический марка А высший сорт
PCA2AZP005A,"Полистирол вспенивающийся ПСВ-СВ-НМ-МД, Ангарский завод полимеров (самовывоз автотранспортом)",Ангарский завод полимеров,,,,,,,,,45000,,,2025-12-10,Полистирол вспенивающийся ПСВ-СВ-НМ-МД
PCA3AZP005A,"Полистирол вспенивающийся ПСВСВ-НМ-Р-О марка 1-2,5, Ангарский завод полимеров (самовывоз автотранспортом)",Ангарский завод полимеров,,,,,,,,,45000,,,2025-12-10,Полистирол вспенивающийся ПСВСВ-НМ-Р-О марка 1-2
PCA4AZP020A,"Полистирол вспенивающийся ПСВ-СВ-НМ-Р-О марка 4-0,3 второй сорт, Ангарский завод полимеров (самовывоз автотранспортом)",Ангарский завод полимеров,,,,,,,,,77700,,,2025-12-10,Полистирол вспенивающийся ПСВ-СВ-НМ-Р-О марка 4-0
PCA5SVA055F,"Спирт изобутиловый технический высший сорт, ст. Салават (ст. отправления)",ст. Салават,,,,,,,,,,64000,,2025-12-10,Спирт изобутиловый технический высший сорт
PCA6AZP020A,"Сырьё полиэтиленовое вторичное (гранулят) (поставка в фасованном виде - мешок 25 кг), Ангарский завод полимеров (самовывоз автотранспортом)",Ангарский завод полимеров,,,,,,,,,,65000,,2025-12-10,Сырьё полиэтиленовое вторичное (гранулят) (поставка в фасованном виде - мешок 25 кг)
PCA7AZP020A,"Полистирол вспенивающийся ПСВ-СВ-НМ-Р-О марка 6-0,8 первый сорт, Ангарский завод полимеров (самовывоз автотранспортом)",Ангарский завод полимеров,,,,,,,,,89000,,,2025-12-10,Полистирол вспенивающийся ПСВ-СВ-НМ-Р-О марка 6-0
PCA8AZP020A,"Полистирол вспенивающийся ПСВ-СВ-НМ-Р-О марка 2-1,25 первый сорт, Ангарский завод полимеров (самовывоз автотранспортом)",Ангарский завод полимеров,20,1780000,-9000,-10.11,89000,89000,89000,89000,89000,90000,1,2025-12-10,Полистирол вспенивающийся ПСВ-СВ-НМ-Р-О марка 2-1
PCA9AZP020A,"Полистирол вспенивающийся ПСВ-СВ-НМ-15 первый сорт, Ангарский завод полимеров (самовывоз автотранспортом)",Ангарский завод полимеров,20,1720000,-2500,-2.91,86000,86000,86000,86000,86000,86000,1,2025-12-10,Полистирол вспенивающийся ПСВ-СВ-НМ-15 первый сорт
PCAWKII040S,"Аммиак безводный сжиженный, марка Б, ст. Кириши (самовывоз ж/д)",ст. Кириши,,,,,,,,21000,,,,2025-12-10,Аммиак безводный сжиженный
PCAZANU020A,"Газы углеводородные сжиженные для автомобильного транспорта, Тюменский НПЗ (самовывоз автотранспортом)",Тюменский НПЗ,260,5850000,,,22500,22500,22500,22500,22500,22500,9,2025-12-10,Газы углеводородные сжиженные для автомобильного транспорта
PCB3AZP020A,"Полиэтилен высокого давления марка 10803-020 второй сорт пленочный (поставка в фасованном виде - мешок 25 кг), Ангарский завод полимеров (самовывоз автотранспортом)",Ангарский завод полимеров,,,,,,,,,,88010,,2025-12-10,Полиэтилен высокого давления марка 10803-020 второй сорт пленочный (поставка в фасованном виде - мешок 25 кг)
PCB5AZP020A,"Полиэтилен высокого давления марка 10803-020 второй сорт (поставка в фасованном виде - мешок 25 кг), Ангарский завод полимеров (самовывоз автотранспортом)",Ангарский завод полимеров,,,,,,,,,,79500,,2025-12-10,Полиэтилен высокого давления марка 10803-020 второй сорт (поставка в фасованном виде - мешок 25 кг)
PCB6AZP020A,"Полиэтилен высокого давления марка 10803-020 первый сорт пленочный (поставка в фасованном виде - мешок 25 кг), Ангарский завод полимеров (самовывоз автотранспортом)",Ангарский завод полимеров,,,,,,,,,,89010,,2025-12-10,Полиэтилен высокого давления марка 10803-020 первый сорт пленочный (поставка в фасованном виде - мешок 25 кг)
PCB9PDK039F,"Фракция пропан-пропиленовая марка Б, Предкомбинатская-группа станций (ст. отправления)",Предкомбинатская-группа станций,,,,,,,,16800,18000,,,2025-12-10,Фракция пропан-пропиленовая марка Б
PCBANPT025A,"Фракция нормального бутана марка А, ТАНЕКО (самовывоз автотранспортом)",ТАНЕКО,,,,,,,,,25000,,,2025-12-10,Фракция нормального бутана марка А
PCBAPDK040F,"Фракция нормального бутана марка А, Предкомбинатская-группа станций (ст. отправления)",Предкомбинатская-группа станций,,,,,,,,,25000,18000,,2025-12-10,Фракция нормального бутана марка А
PCBASAU034F,"Фракция нормального бутана марка А, Самара-группа станций (ст. отправления)",Самара-группа станций,102,1904000,-3500,-18.75,18000,18667,20000,18667,18000,20000,3,2025-12-10,Фракция нормального бутана марка А
PCBCPDK042F,"Фракция бутан-бутиленовая марка А, Предкомбинатская-группа станций (ст. отправления)",Предкомбинатская-группа станций,,,,,,,,,,20600,,2025-12-10,Фракция бутан-бутиленовая марка А
PCBDSAU034F,"Фракция бутан-бутиленовая марка Б, Самара-группа станций (ст. отправления)",Самара-группа станций,,,,,,,,,,20500,,2025-12-10,Фракция бутан-бутиленовая марка Б
PCBMKHH040F,"Фракция нормального бутана марка высшая, ст. Кульшарипово (ст. отправления)",ст. Кульшарипово,,,,,,,,,25000,18000,,2025-12-10,Фракция нормального бутана марка высшая
PCBOANK060F,"Бензол нефтяной очищенный, Ангарск-группа станций (ст. отправления)",Ангарск-группа станций,,,,,,,,,,25000,,2025-12-10,Бензол нефтяной очищенный
PCBURUY060W,"Нефрас С2-80/120 высший сорт, ст. Рудня-Экспорт (промежуточная станция)",ст. Рудня-Экспорт,,,,,,,,95000,95000,,,2025-12-10,Нефрас С2-80/120 высший сорт
PCBUZAH060W,"Нефрас С2-80/120 высший сорт, ст. Завережье-Экспорт (промежуточная станция)",ст. Завережье-Экспорт,,,,,,,,,95000,,,2025-12-10,Нефрас С2-80/120 высший сорт
PCBXHII042F,"Фракция бутановая, ст. Химическая (ст. отправления)",ст. Химическая,,,,,,,,16000,18000,16000,,2025-12-10,Фракция бутановая
PCBXSIO025A,"Фракция бутановая, Тольяттикаучук (самовывоз автотранспортом)",Тольяттикаучук,100,1650000,500,3.03,16500,16500,16500,16500,16500,16500,3,2025-12-10,Фракция бутановая
PCCGBPT025A,"Конденсат газовый, БПТОиК (самовывоз автотранспортом)",БПТОиК,,,,,,,,,54000,,,2025-12-10,Конденсат газовый
PCCTUPR010A,"Сера техническая, Татнефтегазпереработка (самовывоз автотранспортом)",Татнефтегазпереработка,,,,,,,,13000,15000,10500,,2025-12-10,Сера техническая
PCD1NMP025A,"Присадка Детерсол-140, НЗМиП (самовывоз автотранспортом)",НЗМиП,,,,,,,,,339250,,,2025-12-10,Присадка Детерсол-140
PCD1SAU060F,"Присадка Детерсол-140, Самара-группа станций (ст. отправления)",Самара-группа станций,,,,,,,,,339250,,,2025-12-10,Присадка Детерсол-140
PCD3NMP025A,"Присадка Детерсол-300, НЗМиП (самовывоз автотранспортом)",НЗМиП,,,,,,,,,304980,,,2025-12-10,Присадка Детерсол-300
PCD3SAU060F,"Присадка Детерсол-300, Самара-группа станций (ст. отправления)",Самара-группа станций,,,,,,,,,304980,,,2025-12-10,Присадка Детерсол-300
PCDAANK027F,"Диметиламин технический, Ангарск-группа станций (ст. отправления)",Ангарск-группа станций,,,,,,,,135000,,135000,,2025-12-10,Диметиламин технический
PCEKPUF005A,"Каучук СКЭПТ-50, (1 лот = 5 т), Уфаоргсинтез (самовывоз автотранспортом)",Уфаоргсинтез,,,,,,,,211000,210500,,,2025-12-10,Каучук СКЭПТ-50
PCEKPUF020A,"Каучук СКЭПТ-50, Уфаоргсинтез (самовывоз автотранспортом)",Уфаоргсинтез,,,,,,,,211000,210500,,,2025-12-10,Каучук СКЭПТ-50
PCF6SAU060F,"Фракция этилбензольная, Самара-группа станций (ст. отправления)",Самара-группа станций,60,3840000,,,64000,64000,64000,64000,64000,64000,1,2025-12-10,Фракция этилбензольная
PCF7BOP010A,"Нефрас-С 50/170, Бологоенефтепродукт (самовывоз автотранспортом)",Бологоенефтепродукт,,,,,,,,,96500,,,2025-12-10,Нефрас-С 50/170
PCFANVY060F,"Фракция ароматических углеводородов, ст. Новоярославская (ст. отправления)",ст. Новоярославская,60,4800000,,,80000,80000,80000,80000,80000,83000,1,2025-12-10,Фракция ароматических углеводородов
PCFCNVO023A,"Фенол синтетический технический марка А, Новокуйбышевская НХК (самовывоз автотранспортом)",Новокуйбышевская НХК,,,,,,,,,,80000,,2025-12-10,Фенол синтетический технический марка А
PCFCSAU050F,"Фенол синтетический технический марка А (1 лот = 50 т), Самара-группа станций (ст. отправления)",Самара-группа станций,200,16585000,,,82925,82925,82925,82925,82925,82925,4,2025-12-10,Фенол синтетический технический марка А (1 лот = 50 т)
PCFCSAU060F,"Фенол синтетический технический марка А, Самара-группа станций (ст. отправления)",Самара-группа станций,,,,,,,,,82400,80000,,2025-12-10,Фенол синтетический технический марка А
PCFCUFM050F,"Фенол синтетический технический марка А (1 лот = 50 т), Уфа-группа станций (ст. отправления)",Уфа-группа станций,,,,,,,,83775,83775,83000,,2025-12-10,Фенол синтетический технический марка А (1 лот = 50 т)
PCFCUFM050S,"Фенол синтетический технический марка А, Уфа-группа станций (самовывоз ж/д)",Уфа-группа станций,,,,,,,,,83000,,,2025-12-10,Фенол синтетический технический марка А
PCFKKHH035F,"Фракция изобутановая марка А, ст. Кульшарипово (ст. отправления)",ст. Кульшарипово,,,,,,,,,36000,25000,,2025-12-10,Фракция изобутановая марка А
PCFKNPT025A,"Фракция изобутановая марка А, ТАНЕКО (самовывоз автотранспортом)",ТАНЕКО,,,,,,,,,36000,,,2025-12-10,Фракция изобутановая марка А
PCFKPDK035F,"Фракция изобутановая марка А, Предкомбинатская-группа станций (ст. отправления)",Предкомбинатская-группа станций,,,,,,,,,36000,25000,,2025-12-10,Фракция изобутановая марка А
PCFKSAU035F,"Фракция изобутановая марка А, Самара-группа станций (ст. отправления)",Самара-группа станций,,,,,,,,25062,,25260,,2025-12-10,Фракция изобутановая марка А
PCFKUPR025A,"Фракция изобутановая марка А, Татнефтегазпереработка (самовывоз автотранспортом)",Татнефтегазпереработка,,,,,,,,,36000,,,2025-12-10,Фракция изобутановая марка А
PCFORYY010A,"Нефрас-С2-80/120, СННА РНК (самовывоз автотранспортом)",СННА РНК,,,,,,,,111131,,111550,,2025-12-10,Нефрас-С2-80/120
PCFPANK060F,"Фракция жидких продуктов пиролиза С9, Ангарск-группа станций (ст. отправления)",Ангарск-группа станций,60,901320,,,15022,15022,15022,15022,15022,15022,1,2025-12-10,Фракция жидких продуктов пиролиза С9
PCFRKHH035F,"Фракция пропановая, ст. Кульшарипово (ст. отправления)",ст. Кульшарипово,,,,,,,,,25000,15050,,2025-12-10,Фракция пропановая
PCFRKHU035F,"Фракция пропановая, ст. Каучук (ст. отправления)",ст. Каучук,350,6335000,100,0.55,18100,18100,18100,18100,18100,18504,3,2025-12-10,Фракция пропановая
PCFVRYY010A,"Нефрас П1-63/75, СННА РНК (самовывоз автотранспортом)",СННА РНК,,,,,,,,154111,,168000,,2025-12-10,Нефрас П1-63/75
PCFXUFM060F,"Жидкие продукты пиролиза фракции 35-230С и 32-320С марка Е-5, Уфа-группа станций (ст. отправления)",Уфа-группа станций,,,,,,,,25000,24000,22000,,2025-12-10,Жидкие продукты пиролиза фракции 35-230С и 32-320С марка Е-5
PCFYSBL034F,"Фракция пропановая марка Б, ст. Соболеково (ст. отправления)",ст. Соболеково,,,,,,,,,,17000,,2025-12-10,Фракция пропановая марка Б
PCGGNPT005A,"Сера техническая газовая гранулированная сорт 9998 (ТУ 2010), ТАНЕКО (самовывоз а/т)",ТАНЕКО,,,,,,,,,38500,20600,,2025-12-10,Сера техническая газовая гранулированная сорт 9998 (ТУ 2010)
PCGGPDK069F,"Сера техническая газовая гранулированная сорт 9998, Предкомбинатская-группа станций (ст. отправления)",Предкомбинатская-группа станций,,,,,,,,37500,38500,36000,,2025-12-10,Сера техническая газовая гранулированная сорт 9998
